Member_number,Date,itemDescription
1852,04-03-2014,Adrice 2015 Niche Syrah
4515,06-03-2014,Adrice 2016 La Montagna Nebbiolo
4875,15-04-2014,Adelsheim Willamette Valley Pinot Noirs (2008 and earlier)
3437,31-10-2014,Ad Hoc 'Mixmaster' Blended White
1494,16-05-2014,A&D Monólogo Avesso P67
4505,30-12-2014,A&D Casa Do Arrabalde
2440,10-11-2014,A&D Singular
2603,28-06-2014,Adelsheim Stoller Chardonnay (all vintages)
4629,23-11-2014,A&D Monólogo Avesso P67
3382,01-04-2014,A&D Singular
4509,06-06-2014,A Portela Mencía
1510,13-10-2014,A Blooming Hill 2008 Pinot Noir
2470,12-12-2014,A&D Monólogo Arinto P24
4487,08-04-2014,Airlie Marechal Foch
4574,22-11-2014,Alaverdi Monastery Wines
4005,13-05-2014,Aeris - Chardonnay Igp Terre di Chieti Biologico Vegano
1379,11-06-2014,Adrice 2016 Leadfoot Louie
3830,12-10-2014,A&D Singular
4812,09-06-2014,Adastra 2011 Pinot Noir
3956,01-01-2014,A&D Casa Do Arrabalde
4234,01-10-2014,Alasia Brachetto d’Acqui DOCG
3180,30-07-2014,Aces 2009 Pocket Kings Red Wine
3300,31-07-2014,Airlie Marechal Foch
4287,20-07-2014,Agripunica Montessu
1628,10-02-2014,Albet i Noya Petit Albet Blanc
2033,05-04-2014,A Grower's Touch Cabernet Sauvignon
2517,17-04-2014,Adair Kir Peche
2430,28-01-2014,A&D Singular
3108,25-03-2014,Ad Hoc 'Mixmaster' Blended White
4574,18-04-2014,Alba Vineyard Wines
2851,05-05-2014,Albet i Noya Vinya Laia
4719,12-02-2014,A Portela Mencía
1128,27-03-2014,Adnams Wine
1571,17-11-2014,Adastra 2012 Chardonnay
1810,30-04-2014,Ad Hoc 'Avant Gardener' Cabernet Malbec 
3062,09-07-2014,A&D Monólogo Arinto P24
4681,13-01-2014,A&D Monólogo Arinto P24
4671,13-08-2014,Air Wine
4533,13-04-2014,Albet i Noya Belat
2579,12-12-2014,A&D Monólogo Avesso P67
3493,09-02-2014,AA Badenhorst Family Wines
1450,04-02-2014,Adrice 2016 Montepulciano
1961,06-04-2014,A Blooming Hill 2009 Pinot Gris
4302,07-10-2014,A&D Casa Do Arrabalde
3950,22-01-2014,Adrice 2016 La Montagna Nebbiolo
2718,09-02-2014,Adrice 2016 La Montagna Nebbiolo
1870,01-02-2014,Alasia Brachetto d’Acqui DOCG
3855,07-05-2014,Aeris - Chardonnay Igp Terre di Chieti Biologico Vegano
4107,03-06-2014,Aces 2010 Seven Deuce White
3476,05-07-2014,A Portela Mencía
4721,01-05-2014,Airlie Gewürztraminer
3208,20-09-2014,A Portela Mencía
4349,11-08-2014,Adastra 2010 Merlot
1378,10-12-2014,Albero Monastrell 2013
4929,27-06-2014,Adnams Wine
3186,24-04-2014,Alasia Moscato Secco IGT Provincia di Pavia
1482,24-09-2014,Adelsheim Stoller Chardonnay (all vintages)
1145,13-09-2014,Aces 2010 Seven Deuce White
2777,14-09-2014,Aces 2010 Seven Deuce White
1232,08-08-2014,AA Badenhorst Family Wines
2825,21-04-2014,Academy Culinary Wine
3785,13-02-2014,Adair Kir Peche
3000,22-08-2014,Airlie Marechal Foch
1980,17-07-2014,Alasia Moscato d’Asti DOCG
2154,24-09-2014,A&D Casa Do Arrabalde
1242,16-12-2014,A&D Casa Do Arrabalde
1824,28-11-2014,Aces 2010 Seven Deuce White
2774,28-06-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
2366,11-10-2014,Adrice 2014 Riveter Red Washington Cabernet Sauvignon
1987,26-12-2014,Alasia Moscato Secco IGT Provincia di Pavia
2306,07-05-2014,A Portela Mencía
4979,28-02-2014,Achard-Vincent
4543,29-06-2014,Alasia Moscato Secco IGT Provincia di Pavia
4021,23-04-2014,Alasia Brachetto d’Acqui DOCG
4623,19-11-2014,Adelsheim Stoller Chardonnay (all vintages)
4547,07-09-2014,Achard-Vincent
2729,22-08-2014,Adair 2011 Landmark Red
4471,13-04-2014,Alasia Roero Arneis DOCG
1625,24-12-2014,Albet i Noya Rión
2787,30-09-2014,Aces 2009 Pocket Kings Red Wine
4541,06-07-2014,Adair Kir Peche
3529,26-02-2014,A&D Monólogo Arinto P24
2984,22-04-2014,A&D Singular
1685,18-10-2014,Alasia Dolcetto d’Asti DOC
4520,23-03-2014,A&D Monólogo Arinto P24
2355,15-01-2014,A&D Monólogo Avesso P67
3883,05-03-2014,Alasia Piemonte DOC Barbera 
4922,12-07-2014,A Blooming Hill 2008 Pinot Noir
3423,16-07-2014,A&D Casa Do Arrabalde
1129,21-12-2014,Ad Hoc 'The Riddler' Sparkling Wine
4018,21-02-2014,Achard-Vincent
3189,01-07-2014,A Portela Mencía
1235,01-11-2014,Aces 2010 Seven Deuce White
2262,06-10-2014,Achard-Vincent
4100,23-04-2014,Albero Tempranillo
1553,05-09-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
3628,01-08-2014,Adrice 2016 Leadfoot Louie
2280,11-12-2014,Aces 2010 Seven Deuce White
4236,13-05-2014,Albet i Noya Lignum Blanc
1358,15-12-2014,Achard-Vincent
4638,11-10-2014,Adelsheim Caitlin’s Reserve Chardonnay (all vintages)
1343,27-11-2014,Adrice 2016 La Montagna Nebbiolo
3612,16-02-2014,Albet i Noya El Fanio
4596,19-02-2014,Adair 2011 Landmark White
2399,26-03-2014,A&D Monólogo Arinto P24
3300,10-07-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
3502,14-02-2014,Aces 2010 Seven Deuce White
1127,06-02-2014,Albert Heijn Ru­e­da Pala­cio del Al­mi­ran­te
1296,19-05-2014,Albet i Noya Solc
3739,12-01-2014,Adrice 2015 Etouffant Red Mountain Merlot
4661,15-02-2014,Aces 2010 Seven Deuce White
3287,23-04-2014,A&D Singular
4746,02-01-2014,Achard-Vincent
4282,20-06-2014,Adastra 2012 N'Oak Chardonnay
3757,07-04-2014,Albero Rose
3279,09-10-2014,Adelsheim Stoller Chardonnay (all vintages)
3387,22-09-2014,A Portela Mencía
2553,26-12-2014,A Blooming Hill 2009 Pinot Noir
3697,11-02-2014,Ad Hoc 'Nitty Gritty' Pinot Grigio
1819,22-12-2014,A Portela Mencía
2607,25-01-2014,Abbazia Prosecco Spumante
2615,29-05-2014,A Blooming Hill 2009 Pinot Noir
1196,15-08-2014,Achard-Vincent
2926,16-06-2014,A&D Liv
2294,08-01-2014,Ad Hoc 'Mixmaster' Blended White
4967,22-04-2014,Abacela Wines
1284,01-09-2014,Alasia Piemonte DOC Cortese
2089,03-05-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
1284,26-06-2014,A Blooming Hill 2009 Pinot Noir
1246,03-03-2014,A&D Monólogo Avesso P67
3038,18-04-2014,Adrice 2014 Santé Syrah
2910,28-03-2014,Air Wine
3957,01-09-2014,Achard-Vincent
4493,16-03-2014,AA Badenhorst Family Wines
1972,02-05-2014,Adler Fels
2492,10-03-2014,Albet i Noya Col·lecció Chardonnay
2943,11-09-2014,AA Badenhorst Family Wines
2686,20-12-2014,A&D Singular
3968,05-11-2014,Adnams Wine
1955,03-06-2014,Alasia Brachetto d’Acqui DOCG
2665,11-10-2014,Ad Hoc 'The Riddler' Sparkling Wine
3850,27-03-2014,Abacela Wines
2973,31-10-2014,Adrice 2014 Pardonné Pinot Noir
3264,27-06-2014,Adrice 2017 Alma Albariño
1591,15-01-2014,Ad Hoc 'Mixmaster' Blended White
1747,07-09-2014,A Blooming Hill 2009 Pinot Noir
1255,26-09-2014,Aces 2007 Pocket Aces Cabernet Sauvignon Reserve
4683,17-09-2014,Ad Hoc 'The Riddler' Sparkling Wine
1102,13-04-2014,Adair 2011 Landmark White
4618,18-11-2014,Adastra 2010 Merlot
2508,28-05-2014,Ad Hoc 'Nitty Gritty' Pinot Grigio
4165,03-04-2014,Achard-Vincent
2168,06-10-2014,A Gust of Sun 2010 Niagara
2929,22-10-2014,A&D Singular
1316,17-01-2014,Adler Fels
3991,03-07-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
2142,27-08-2014,Adrice 2015 Niche Syrah
4671,22-10-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
1051,26-12-2014,Adelsheim Stoller Chardonnay (all vintages)
1410,24-06-2014,Adelsheim Stoller Chardonnay (all vintages)
3752,25-11-2014,Adelsheim Stoller Chardonnay (all vintages)
1054,16-01-2014,A Portela Mencía
2591,01-09-2014,Ad Hoc 'Mixmaster' Blended Red
2454,22-07-2014,A&D Monólogo Avesso P67
2510,20-04-2014,AIX Rosé
1946,29-04-2014,Adelsheim Stoller Chardonnay (all vintages)
4069,04-08-2014,A&D Monólogo Chardonnay P706
2778,09-05-2014,Ad Hoc 'Mixmaster' Blended White
1175,20-09-2014,Adirondack Wines
4292,19-01-2014,A Grower's Touch Cabernet Sauvignon
3776,16-03-2014,Agripunica Samas
2573,08-05-2014,A Blooming Hill 2009 Pinot Noir
2510,23-06-2014,Alasia Moscato Secco IGT Provincia di Pavia
1003,19-01-2014,Albero Tempranillo
4699,21-07-2014,Airlie Marechal Foch
3189,28-10-2014,Albert Heijn Wines (unless listed)
4406,06-04-2014,Ad Hoc 'Nitty Gritty' Pinot Grigio
2325,20-01-2014,Alasia Moscato Secco IGT Provincia di Pavia
4069,10-08-2014,Adrice 2015 Niche Syrah
1726,15-05-2014,Aceviño Reds
3026,10-06-2014,Adair 2012 Black Currant Kir Rouge
4015,02-05-2014,Adelsheim Stoller Chardonnay (all vintages)
3260,30-12-2014,Alasia Dolcetto d’Asti DOC
3890,21-12-2014,Aces 2007 Pocket Aces Reserve
2237,10-10-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
2641,20-07-2014,A Gust of Sun 2010 Niagara
2581,02-08-2014,Ad Hoc 'Avant Gardener' Cabernet Malbec 
2030,06-09-2014,Achard-Vincent
2024,21-07-2014,A&D Monólogo Avesso P67
1729,19-04-2014,A&D Singular
2331,08-04-2014,Aces 2009 Pocket Kings Red Wine
1890,12-09-2014,Albet i Noya Syrah Rosat
4579,10-05-2014,Alasia Dolcetto d’Asti DOC
3140,03-08-2014,A Gust of Sun 2010 Niagara
4492,24-04-2014,A&D Casa Do Arrabalde
3537,26-03-2014,A&D Monólogo Arinto P24
3581,23-10-2014,Aces 2009 Pocket Kings Red Wine
4924,19-01-2014,Albet i Noya Belat
2589,11-04-2014,Airlie Chardonnay
3302,22-06-2014,Alasia Brachetto d’Acqui DOCG
4566,13-04-2014,Adair Black Currant Kir
2758,30-01-2014,Albet i Noya Can Milà De La Roca
4790,07-09-2014,Adnams Wine
4178,18-12-2014,Adrice 2016 La Montagna Nebbiolo
2051,01-05-2014,Adair Kir Peche
1647,20-11-2014,Aces 2007 Pocket Kings Red Wine
2778,15-05-2014,Adelsheim Stoller Chardonnay (all vintages)
1651,23-03-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
3760,11-09-2014,Adelsheim Stoller Chardonnay (all vintages)
4511,15-09-2014,Albet i Noya Syrah Rosat
4674,31-05-2014,A Blooming Hill 2008 Pinot Noir
3684,20-07-2014,A Portela Mencía
3094,26-06-2014,A&D Monólogo Arinto P24
2726,02-08-2014,Albero Monastrell 2013
4897,25-11-2014,Air Wine
3408,07-04-2014,Alasia Dolcetto d’Asti DOC
4294,03-03-2014,Abacela Wines
4404,29-04-2014,Adair Kir Peche
3692,01-02-2014,Abbazia Prosecco Spumante
2370,27-07-2014,Aces 2010 Seven Deuce White
2137,25-04-2014,Alasia Brachetto d’Acqui DOCG
4272,22-07-2014,Adastra 2010 Merlot
3042,11-07-2014,Adirondack Wines
2974,02-09-2014,Alasia Dolcetto d’Asti DOC
1967,03-11-2014,Albero Tempranillo
1208,03-08-2014,A&D Monólogo Arinto P24
2436,27-11-2014,A&D Monólogo Arinto P24
3379,10-12-2014,A&D Liv Rosé
3148,25-10-2014,A&D Casa Do Arrabalde
2831,25-05-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
1796,06-08-2014,Abacela Wines
4729,27-12-2014,A Portela Mencía
3308,05-11-2014,Agripunica Barrua
3848,04-01-2014,A&D Monólogo Chardonnay P706
1641,09-02-2014,A&D Singular
1279,28-04-2014,Adrice 2014 Pardonné Pinot Noir
3495,03-09-2014,Agran Araucano Wines
4484,23-04-2014,A&D Monólogo Arinto P24
4578,13-08-2014,A Grower's Touch Cabernet Sauvignon
1027,22-09-2014,A&D Monólogo Arinto P24
2388,28-08-2014,Agripunica Samas
4762,08-07-2014,Achard-Vincent
4687,13-06-2014,Aceviño Whites
1965,02-01-2014,A&D Monólogo Avesso P67
3246,04-10-2014,A&D Monólogo Avesso P67
2541,14-01-2014,A&D Liv
4363,24-12-2014,Adnams Wine
4143,07-03-2014,Adelsheim Willamette Valley Pinot Noirs (2008 and earlier)
2038,04-02-2014,Aces 2010 Seven Deuce White
1865,06-06-2014,A&D Monólogo Chardonnay P706
1003,27-02-2014,A Blooming Hill 2009 Pinot Noir
3358,09-09-2014,Albet i Noya Xarel·lo Clàssic
4782,30-10-2014,Adastra 2010 Merlot
4952,15-07-2014,Ad Hoc 'Avant Gardener' Cabernet Malbec 
4042,26-07-2014,AA Badenhorst Family Wines
2907,02-09-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
4693,29-03-2014,Adelsheim Stoller Chardonnay (all vintages)
1980,12-09-2014,Adnams Wine
4217,27-07-2014,Alasia Piemonte DOC Barbera 
4106,21-09-2014,A&D Singular
4137,12-09-2014,Ad Hoc 'Avant Gardener' Cabernet Malbec 
2862,02-06-2014,Adelsheim Stoller Chardonnay (all vintages)
4115,07-05-2014,Abacela Wines
3394,22-11-2014,Adelsheim Stoller Chardonnay (all vintages)
2729,22-05-2014,Alasia Barolo DOCG
1949,18-10-2014,Alasia Brachetto d’Acqui DOCG
4832,28-08-2014,Ad Hoc 'Mixmaster' Blended White
1276,07-06-2014,Adrice 2016 Vivant Sauvignon Blanc
3584,20-07-2014,Adrice 2016 La Montagna Nebbiolo
2958,17-12-2014,A&D Casa Do Arrabalde
4061,04-07-2014,Aces 2007 Pocket Aces Reserve
3568,13-08-2014,Aces 2010 Seven Deuce White
1680,15-05-2014,Ad Hoc 'Straw Man' Sauvignon Blanc Semillon
1588,19-07-2014,Aceviño Whites
2923,02-11-2014,A&D Liv
4751,02-03-2014,Adastra 2011 Pinot Noir
1633,05-07-2014,Adelsheim Stoller Chardonnay (all vintages)
2235,13-10-2014,AA Badenhorst Family Wines
1466,09-04-2014,Alasia Dolcetto d’Asti DOC
3520,12-05-2014,Albet i Noya Xarel·lo Clàssic
3090,07-06-2014,Adelsheim Stoller Chardonnay (all vintages)
2341,22-12-2014,Adelsheim Stoller Chardonnay (all vintages)
2140,06-10-2014,Ad Hoc 'Mixmaster' Blended White
1017,14-10-2014,Adrice 2016 Fool's Gold Bourbon Syrah
2177,19-08-2014,Abacela Wines
3129,02-06-2014,Ad Hoc 'Nitty Gritty' Pinot Grigio
4299,21-10-2014,A Blooming Hill 2009 Pinot Noir
1294,24-06-2014,Albet i Noya Can Milà De La Roca
2851,16-01-2014,Abbazia Prosecco Spumante
3948,08-04-2014,Albury Estate Classic Cuvée
2047,28-04-2014,Airlie Gewürztraminer
1910,26-02-2014,A&D Casa Do Arrabalde
2834,01-08-2014,Adelsheim Stoller Chardonnay (all vintages)
1561,15-05-2014,Abacela Wines
1552,09-01-2014,Alasia Barbera d’Asti DOCG
3353,10-05-2014,A&D Monólogo Avesso P67
1646,17-06-2014,Adnams Wine
1554,31-01-2014,Aeris - Chardonnay Igp Terre di Chieti Biologico Vegano
1622,17-05-2014,Adelsheim Stoller Chardonnay (all vintages)
3575,03-05-2014,Adelsheim Caitlin’s Reserve Chardonnay (all vintages)
4396,20-03-2014,Adelsheim Stoller Chardonnay (all vintages)
4858,14-01-2014,Abbazia Prosecco Spumante
1012,22-06-2014,A&D Monólogo Chardonnay P706
4137,21-12-2014,A Portela Mencía
1342,14-02-2014,Adrice 2016 La Montagna Nebbiolo
2573,21-01-2014,Aces 2010 Seven Deuce White
4437,13-11-2014,Alasia Brachetto d’Acqui DOCG
2175,23-05-2014,Agala Wine
3879,18-08-2014,Ad Hoc 'Nitty Gritty' Pinot Grigio
4378,05-10-2014,Aces 2007 Pocket Kings Red Wine
4721,01-07-2014,A&D Liv
2138,01-10-2014,Albet i Noya Col·lecció Syrah
4673,10-12-2014,Aceviño Whites
1806,20-06-2014,Adelsheim Stoller Chardonnay (all vintages)
2924,27-03-2014,A Blooming Hill 2009 Pinot Noir
4201,21-10-2014,Agripunica Samas
2763,31-05-2014,AA Badenhorst Family Wines
3101,21-05-2014,A&D Casa Do Arrabalde
1235,26-05-2014,Albert Heijn Ru­e­da Pala­cio del Al­mi­ran­te
4715,04-09-2014,Adrice 2016 Fool's Gold Bourbon Syrah
4684,11-07-2014,Albet i Noya Vinya Laia Blanc
4840,15-04-2014,AA Badenhorst Family Wines
3137,29-11-2014,Adrice 2017 Alma Albariño
2121,22-04-2014,Albet i Noya Solc
3054,17-01-2014,Alasia Dolcetto d’Asti DOC
3156,02-01-2014,Aces 2010 Seven Deuce White
3965,21-09-2014,Adrice 2016 La Montagna Nebbiolo
2011,20-01-2014,A Portela Mencía
2184,19-05-2014,A Blooming Hill 2008 Pinot Noir
3777,26-02-2014,A Blooming Hill 2008 Pinot Noir
2199,30-01-2014,A Blooming Hill 2009 Pinot Noir
1983,02-10-2014,Airlie Müller Thurgau
2806,21-01-2014,Alasia Moscato Secco IGT Provincia di Pavia
3657,28-07-2014,Adrice 2016 Leadfoot Louie
1606,05-08-2014,Aces 2007 Pocket Aces Cabernet Sauvignon Reserve
4211,22-03-2014,Aceviño Reds
3822,04-09-2014,AA Badenhorst Family Wines
2868,02-04-2014,Adrice 2015 Etouffant Red Mountain Merlot
4674,15-05-2014,Adrice 2015 Etouffant Red Mountain Merlot
1130,18-08-2014,Albet i Noya Petit Albet Blanc
3530,18-06-2014,Aces 2010 Seven Deuce White
1998,22-02-2014,Alasia Dolcetto d’Asti DOC
1174,19-11-2014,Adastra 2010 Merlot
1070,05-11-2014,Achard-Vincent
1654,10-08-2014,Adrice 2016 Leadfoot Louie
4104,05-11-2014,Academy Culinary Wine
3113,06-01-2014,Adrice 2016 Montepulciano
3911,24-03-2014,A&D Casa Do Arrabalde
1057,05-03-2014,Adastra 2010 Merlot
1618,17-11-2014,Alasia Roero Arneis DOCG
3385,04-05-2014,Adrice 2016 Fool's Gold Bourbon Syrah
3462,04-02-2014,A Blooming Hill 2009 Pinot Noir
1773,18-12-2014,Agripunica Montessu
4202,28-02-2014,Alasia Moscato Secco IGT Provincia di Pavia
2258,05-03-2014,Aces 2009 Seven Deuce Red
3474,26-11-2014,Albert Heijn Ru­e­da Pala­cio del Al­mi­ran­te
2421,06-05-2014,Adastra 2011 Merlot
3722,05-07-2014,Airlie Gewürztraminer
4894,23-09-2014,A Portela Mencía
3514,23-07-2014,Aces 2009 Seven Deuce Red
3807,02-03-2014,A Portela Mencía
2660,20-03-2014,A Blooming Hill 2008 Pinot Noir
1419,17-05-2014,A&D Singular
2271,30-09-2014,A&D Monólogo Avesso P67
3188,08-05-2014,Air Wine
1598,25-04-2014,A Blooming Hill 2009 Pinot Noir
1337,06-08-2014,Alasia Brachetto d’Acqui DOCG
4740,10-10-2014,Ad Hoc 'Straw Man' Sauvignon Blanc Semillon
3275,04-12-2014,Aces 2007 Pocket Aces Reserve
2832,30-05-2014,A&D Monólogo Arinto P24
1609,02-07-2014,Alasia Brachetto d’Acqui DOCG
2627,17-05-2014,Airlie Marechal Foch
4285,17-08-2014,Alasia Roero Arneis DOCG
3418,27-11-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
4732,03-12-2014,Alasia Brachetto d’Acqui DOCG
3442,16-11-2014,A Portela Mencía
3946,26-12-2014,Albet i Noya Pinot Noir Merlot Clàssic
2990,30-03-2014,Alasia Moscato Secco IGT Provincia di Pavia
3225,15-07-2014,Adler Fels
1494,23-11-2014,Airlie Marechal Foch
3549,06-12-2014,Adrice 2014 Riveter Red Washington Cabernet Sauvignon
3384,23-09-2014,Albet i Noya El Fanio
3746,03-01-2014,A Gust of Sun 2010 Niagara
3603,13-08-2014,Airlie Riesling
2120,30-05-2014,Afternoon Delight Wines
2065,20-10-2014,Aces 2009 Pocket Kings Red Wine
1285,27-10-2014,Aces 2010 Seven Deuce White
3835,08-05-2014,Abbazia Prosecco Spumante
2160,15-01-2014,A Blooming Hill 2009 Pinot Noir
4995,02-06-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
1970,29-01-2014,Adler Fels
2043,07-07-2014,A Portela Mencía
3487,09-01-2014,Albet i Noya El Fanio
2524,17-10-2014,Afternoon Delight Wines
2045,10-02-2014,Alamos Wines
2445,31-05-2014,Adair 2012 Black Currant Kir Rouge
4616,31-01-2014,Adrice 2015 Niche Syrah
2195,08-03-2014,Adrice 2014 Pardonné Pinot Noir
1883,31-05-2014,Abbazia Prosecco Spumante
2083,21-10-2014,Abacela Wines
4576,21-11-2014,Alasia Brachetto d’Acqui DOCG
4464,11-04-2014,Adair Black Currant Kir
3925,26-07-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
4450,31-10-2014,A Blooming Hill 2009 Pinot Noir
1059,11-06-2014,Adrice 2017 Alma Albariño
4113,14-03-2014,Abacela Wines
4154,26-07-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
2490,19-04-2014,Adastra 2010 Merlot
1551,28-04-2014,Alba Vineyard Wines
1275,06-11-2014,Albero Tempranillo
3935,19-10-2014,Alasia Dolcetto d’Asti DOC
3487,25-10-2014,Aces 2009 Pocket Kings Red Wine
3986,08-09-2014,Agripunica Samas
3282,26-10-2014,A Blooming Hill 2009 Pinot Noir
4488,20-10-2014,Ad Hoc 'Avant Gardener' Cabernet Malbec 
4946,03-04-2014,Aces 2009 Seven Deuce Red
4081,16-04-2014,Achard-Vincent
1603,16-03-2014,Aces 2009 Pocket Kings Red Wine
1107,13-08-2014,A&D Singular
2272,25-07-2014,Adrice 2015 Etouffant Red Mountain Merlot
4705,12-04-2014,A Grower's Touch Cabernet Sauvignon
1811,16-08-2014,Ad Hoc 'Mixmaster' Blended White
2772,03-08-2014,Airlie Marechal Foch
4412,09-12-2014,Adelsheim Stoller Chardonnay (all vintages)
1219,02-10-2014,A&D Monólogo Chardonnay P706
4435,17-10-2014,Achard-Vincent
2715,28-01-2014,Alasia Brachetto d’Acqui DOCG
2121,03-11-2014,A&D Monólogo Arinto P24
2802,27-04-2014,Adair 2011 Landmark White
1741,19-07-2014,Ad Hoc 'Mixmaster' Blended White
4278,03-07-2014,Achard-Vincent
1634,10-02-2014,Aces 2010 Flush Bush
3856,08-02-2014,Alasia Moscato Secco IGT Provincia di Pavia
3029,19-10-2014,Ad Hoc 'Straw Man' Sauvignon Blanc Semillon
3361,23-06-2014,Aces 2010 Seven Deuce White
4613,17-07-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
1805,11-11-2014,Alasia Roero Arneis DOCG
2147,02-05-2014,A&D Casa Do Arrabalde
1864,29-04-2014,Albet i Noya Petit Albet Blanc
2789,19-09-2014,A&D Monólogo Arinto P24
2296,12-06-2014,A Blooming Hill 2009 Pinot Gris
1526,11-05-2014,Airlie Marechal Foch
4951,10-05-2014,AA Badenhorst Family Wines
3809,11-05-2014,A Blooming Hill 2008 Pinot Noir
2685,06-12-2014,Albet i Noya El Fanio
1107,22-07-2014,Airlie Gewürztraminer
4264,20-07-2014,Alasia Barolo DOCG
4974,05-11-2014,Adelsheim Stoller Chardonnay (all vintages)
1081,11-02-2014,A&D Monólogo Avesso P67
1111,07-05-2014,Adler Fels
4683,30-06-2014,Aces 2007 Pocket Kings Red Wine
2835,21-11-2014,Adelsheim Stoller Chardonnay (all vintages)
4123,07-07-2014,Albet i Noya Dolç les Timbes
1613,02-08-2014,A Gust of Sun 2010 Niagara
3361,14-01-2014,Ad Hoc 'Mixmaster' Blended White
3425,02-07-2014,Achard-Vincent
3617,02-08-2014,A Portela Mencía
4669,05-08-2014,Adelsheim Elizabeth Reserve Pinot Noirs (2008 and earlier)
1922,02-07-2014,Aces 2009 Pocket Kings Red Wine
2947,03-03-2014,Adair Kir Peche
3953,13-05-2014,Ad Hoc 'Mixmaster' Blended White
1169,15-04-2014,Alasia Brachetto d’Acqui DOCG
4192,17-02-2014,Adirondack Wines
1239,02-08-2014,Alasia Dolcetto d’Asti DOC
3041,18-02-2014,Adelsheim Stoller Chardonnay (all vintages)
2520,16-01-2014,Achard-Vincent
2426,12-09-2014,Alasia Brachetto d’Acqui DOCG
1235,05-11-2014,Aceviño Whites
3799,17-09-2014,A&D Casa Do Arrabalde
1124,05-03-2014,Agran Araucano Wines
3035,16-04-2014,Adrice 2014 Santé Syrah
4832,18-12-2014,Aces 2010 Seven Deuce White
2394,24-02-2014,Abacela Wines
4185,20-11-2014,A Portela Mencía
1832,01-09-2014,Ad Hoc 'The Riddler' Sparkling Wine
2666,11-04-2014,A&D Singular
4686,24-11-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
2120,21-01-2014,Alasia Brachetto d’Acqui DOCG
1186,09-02-2014,A Gust of Sun 2010 Niagara
2377,13-02-2014,Ad Hoc 'Mixmaster' Blended White
3675,13-07-2014,Albero Rose
3466,31-05-2014,Achard-Vincent
4211,02-05-2014,Academy Culinary Wine
2832,04-08-2014,Achard-Vincent
4811,12-09-2014,Achard-Vincent
3619,21-12-2014,Achard-Vincent
1722,13-10-2014,Ad Hoc 'Nitty Gritty' Pinot Grigio
1681,20-04-2014,Aces 2010 Seven Deuce White
4097,14-07-2014,A Blooming Hill 2008 Pinot Noir
3878,19-04-2014,Alasia Moscato Secco IGT Provincia di Pavia
4983,21-06-2014,Adelsheim single vineyard Pinot Noirs (all vintages)
3100,11-08-2014,A&D Singular
1680,10-12-2014,Aces 2010 Seven Deuce White
2041,10-09-2014,Airlie Riesling
3006,06-01-2014,A&D Monólogo Chardonnay P706
1445,23-01-2014,A Blooming Hill 2009 Pinot Noir
