name,producer,origin,label,type
Duplin Raspberry Delight (champagne),Duplin Wine Cellars Inc,USA,Vegan Friendly,Fortified
Duplin Running Tide Red,Duplin Wine Cellars Inc,USA,Vegan Friendly,Fruity
Duplin Scuppernong,Duplin Wine Cellars Inc,USA,Vegan Friendly,Rosé
Duplin Scuppernong Blush,Duplin Wine Cellars Inc,USA,Vegan Friendly,Fortified
Duplin Sunset Red,Duplin Wine Cellars Inc,USA,Vegan Friendly,Dessert
Duplin Sweet,Duplin Wine Cellars Inc,USA,Vegan Friendly,Rosé
Duplin Sweet Caroline,Duplin Wine Cellars Inc,USA,Vegan Friendly,Rosé
Duplin Vintner's Almondage (champagne),Duplin Wine Cellars Inc,USA,Vegan Friendly,Dessert
Duplin White Pearl,Duplin Wine Cellars Inc,USA,Vegan Friendly,Fortified
Durbanville Hills Wines (post-2012),Durbanville Hills Wines,South Africa,Vegan Friendly,Fruity
Durst Winery & Estate Wines,Durst Winery & Estate,USA,Vegan Friendly,Fortified
"Dusted Valley 2009 Late Harvest Syrah, Walla Walla Valley",Dusted Valley,USA,Vegan Friendly,Dessert
"Dusted Valley 2009 Old Vine Chardonnay, Yakima Valley",Dusted Valley,USA,Vegan Friendly,Fortified
"Dusted Valley 2011  Malbec, Columbia Valley",Dusted Valley,USA,Vegan Friendly,Rosé
"Dusted Valley 2011 BFM Bordeaux Blend, Wahluke Slope",Dusted Valley,USA,Vegan Friendly,Fortified
"Dusted Valley 2011 Cabernet Sauvignon, Columbia Valley",Dusted Valley,USA,Vegan Friendly,Sparkling
"Dusted Valley 2011 Petit Verdot, Columbia Valley",Dusted Valley,USA,Vegan Friendly,Dessert
"Dusted Valley 2011 Rachis Syrah, Columbia Valley",Dusted Valley,USA,Vegan Friendly,Fruity
"Dusted Valley 2011 V.R. Special Cabernet Sauvignon, Columbia Valley",Dusted Valley,USA,Vegan Friendly,Dessert
"Dusted Valley 2011 Wallywood, Columbia Valley",Dusted Valley,USA,Vegan Friendly,Sparkling
"Dusted Valley 2012 Cabernet Franc, Columbia Valley",Dusted Valley,USA,Vegan Friendly,Fortified
"Dusted Valley 2012 Cinsaut, Walla Walla Valley - Stoney Vine",Dusted Valley,USA,Vegan Friendly,Sparkling
"Dusted Valley 2012 Grenache, Columbia Valley",Dusted Valley,USA,Vegan Friendly,Dessert
"Dusted Valley 2012 Mourvédre, Columbia Valley",Dusted Valley,USA,Vegan Friendly,Fruity
"Dusted Valley 2012 Petite Sirah, Wahluke Slope",Dusted Valley,USA,Vegan Friendly,White
"Dusted Valley 2012 Squirrel Tooth Alice, Stone Tree Vineyard - Wahluke Slope",Dusted Valley,USA,Vegan Friendly,Dessert
"Dusted Valley 2012 Stained Tooth Syrah, Columbia Valley",Dusted Valley,USA,Vegan Friendly,Fortified
"Dusted Valley 2012 Tall Tales Syrah, Walla Walla Valley",Dusted Valley,USA,Vegan Friendly,Rosé
"Dusted Valley 2013 Chardonnay, Yakima Valley",Dusted Valley,USA,Vegan Friendly,White
"Dusted Valley 2013 Ramblin' Rosé, Columbia Valley",Dusted Valley,USA,Vegan Friendly,Fruity
Dusty Rhino Wines,United Nations of Wine,South Africa,Vegan Friendly,Fruity
Dutschke 80 Block Merlot,Dutschke Wines,Australia,Vegan Friendly,Fruity
Dutschke 86 Block Chardonnay,Dutschke Wines,Australia,Vegan Friendly,Fruity
Dutschke GHR Neighbours Shiraz,Dutschke Wines,Australia,Vegan Friendly,White
Dutschke Glitz Sparkling Chardonnay,Dutschke Wines,Australia,Vegan Friendly,Fruity
Dutschke Jackson Cabernet Shiraz,Dutschke Wines,Australia,Vegan Friendly,Dessert
Dutschke Old Codger Tawny,Dutschke Wines,Australia,Vegan Friendly,White
Dutschke Oscar Semmler Shiraz,Dutschke Wines,Australia,Vegan Friendly,Fruity
Dutschke Sami Cabernet,Dutschke Wines,Australia,Vegan Friendly,Rosé
Dutschke Single Barrel,Dutschke Wines,Australia,Vegan Friendly,Red
Dutschke St. Jakobi Shiraz,Dutschke Wines,Australia,Vegan Friendly,Dessert
Dutschke Sun-Dried Shiraz,Dutschke Wines,Australia,Vegan Friendly,White
Dutschke The 22 Year Old Tawny,Dutschke Wines,Australia,Vegan Friendly,Red
Dutschke The Muscat,Dutschke Wines,Australia,Vegan Friendly,Fruity
Dutschke The Tokay,Dutschke Wines,Australia,Vegan Friendly,Red
Dutschke Willowbend Shiraz Cabernet Merlot,Dutschke Wines,Australia,Vegan Friendly,Sparkling
Dutton Estate Wine,Dutton Estate Winery,USA,Not Vegan Friendly,Red
Dutton-Goldfield Chardonnay,Dutton-Goldfield Winery,USA,Not Vegan Friendly,Fruity
Dutton-Goldfield Pinot Noir,Dutton-Goldfield Winery,,Vegan Friendly,Rosé
Dutton-Goldfield Zinfandel,Dutton-Goldfield Winery,,Vegan Friendly,Rosé
Duval-Leroy Brut,Duval-Leroy,France,Vegan Friendly,Fortified
DV8 Cellars Wines,DV8 Cellars,USA,Vegan Friendly,Dessert
D’Anbino 2006 Portamento,D’Anbino Vineyards and Cellars,USA,Vegan Friendly,Red
D’Anbino 2006 Portamento,D’Anbino Vineyards and Cellars,USA,Vegan Friendly,White
D’Anbino 2007 Orchestration,D’Anbino Vineyards and Cellars,USA,Vegan Friendly,Sparkling
D’Anbino 2007 Quadraphonic,D’Anbino Vineyards and Cellars,USA,Vegan Friendly,Fruity
D’Anbino 2007 Syrah,D’Anbino Vineyards and Cellars,USA,Vegan Friendly,Rosé
D’Heilly Huberdeau,The Organic Wine Connection,Canada,Vegan Friendly,Sparkling
E. Guigal Wines,E. Guigal S.A.S.,France,Vegan Friendly,Rosé
Eagles Nest Wine,Eagles Nest Winery & Cottage,USA,Vegan Friendly,Rosé
Earth Wise Wine,Coastal Wine Brands,USA,Unknown,Rosé
Earthquake Cabernet Sauvignon,Michael David Winery,USA,Vegan Friendly,Dessert
Earthquake Petite Sirah,Michael David Winery,USA,Vegan Friendly,Fruity
Earthquake Zin,Michael David Winery,USA,Vegan Friendly,Fortified
Earthworks Barossa Cabernet Sauvignon 2013,Earthworks Wines,Australia,Vegan Friendly,Rosé
Earthworks Barossa Cabernet Sauvignon 2014,Earthworks Wines,Australia,Vegan Friendly,Red
Earthworks Barossa Cabernet Sauvignon 2015,Earthworks Wines,Australia,Vegan Friendly,Red
Earthworks Barossa Shiraz 2015,Earthworks Wines,Australia,Vegan Friendly,Fortified
Earthworks Barossa Tempranillo 2015,Earthworks Wines,Australia,Vegan Friendly,Fortified
Earthworks Barossa Valley Shiraz 2014,Earthworks Wines,Australia,Vegan Friendly,Sparkling
Earthworks The Gypsy Barossa Shiraz 2009,Earthworks Wines,Australia,Unknown,Fruity
East 9th Fog City Red Sangria,East 9th Brewing Co,Australia,Vegan Friendly,Rosé
EastDell Estates,Diamond Estates Wine & Spirits Limited,Canada,Vegan Friendly,Red
Eberle 2007 Estate Cabernet Sauvignon,Eberle Winery,USA,Vegan Friendly,Fruity
Eberle 2007 Love & Kisses,Eberle Winery,USA,Vegan Friendly,Red
Eberle 2007 Reserve Estate Cabernet Sauvignon,Eberle Winery,USA,Vegan Friendly,Fruity
Eberle 2007 Vintage Port,Eberle Winery,USA,Vegan Friendly,Fruity
Eberle 2008 Cabernet Sauvignon/Syrah,Eberle Winery,USA,Vegan Friendly,Dessert
Eberle 2008 Côtes-du-Rôbles,Eberle Winery,USA,Vegan Friendly,Fortified
Eberle 2008 Sangiovese,Eberle Winery,USA,Vegan Friendly,Sparkling
Eberle 2008 Up Shiraz,Eberle Winery,USA,Vegan Friendly,Fruity
Eberle 2008 Zinfandel,Eberle Winery,USA,Vegan Friendly,Fruity
Eberle 2009 Barbera,Eberle Winery,USA,Vegan Friendly,Fortified
Eberle 2009 Cotes-du-Robles Blanc,Eberle Winery,USA,Not Vegan Friendly,Dessert
Eberle 2009 Syrah,Eberle Winery,USA,Vegan Friendly,Red
Eberle 2010 Eberle Estate Chardonnay,Eberle Winery,USA,Not Vegan Friendly,Fortified
Eberle 2010 Estate Muscat Canelli,Eberle Winery,USA,Not Vegan Friendly,Fruity
Eberle 2010 Mill Road Viognier,Eberle Winery,USA,Not Vegan Friendly,Sparkling
Eberle 2010 Syrah Rose,Eberle Winery,USA,Vegan Friendly,Rosé
Eberle Full Boar Red,Eberle Winery,USA,Vegan Friendly,Dessert
Ecco Domani,Ecco Domani,USA,Not Vegan Friendly,Rosé
Echelon Chardonnay,Echelon Vineyards,USA,Not Vegan Friendly,Fortified
Echelon Pinot Noir,Echelon Vineyards,USA,Vegan Friendly,Sparkling
Echo Bay Sauvignon Blanc,Trinchero Family Vineyards,USA,Vegan Friendly,Sparkling
Echo Falls Wines,Echo Falls,England,Not Vegan Friendly,Red
Eco Frog Cabernet,The Organic Wine Connection,Canada,Vegan Friendly,White
eco.love Wines,eco.love Wines,USA,Not Vegan Friendly,Red
Ecolecera Wine,Ecolecera,Spain,Vegan Friendly,Sparkling
Eden Canyon Wines,Eden Canyon Vineyards,USA,Vegan Friendly,Rosé
Eden Hall Cabernet Sauvignon,Eden Hall Wines - Eden Valley,Australia,Vegan Friendly,Red
Eden Hall Ratafia Riesling,Eden Hall Wines - Eden Valley,Australia,Vegan Friendly,Rosé
Eden Hall Riesling,Eden Hall Wines - Eden Valley,Australia,Vegan Friendly,Sparkling
Eden Hall Shiraz,Eden Hall Wines - Eden Valley,Australia,Vegan Friendly,Sparkling
Edenvale Wines,Edenvale,Australia,Not Vegan Friendly,Dessert
Ederra Cava,Codorniu Wines,England,Not Vegan Friendly,White
Ederra Crianza,Codorniu Wines,England,Not Vegan Friendly,Red
Ederra Garnacha,Codorniu Wines,England,Not Vegan Friendly,Dessert
Ederra Roble,Codorniu Wines,England,Vegan Friendly,Dessert
Ederra Verdejo,Codorniu Wines,England,Vegan Friendly,Fruity
Ederra Viura Verdejo,Codorniu Wines,England,Not Vegan Friendly,White
Edge Cabernet Sauvignon,Edge Wines,USA,Vegan Friendly,Red
Edge Hill Estate Red Wine,Edge Hill Estate,USA,Vegan Friendly,Fruity
Edge Hill Estate White Wine,Edge Hill Estate,USA,Not Vegan Friendly,Fruity
Edgefield 1999 Fireside LBV Zinfandel,Edgefield Winery,USA,Vegan Friendly,Dessert
Edgefield 2009 Fireside Muscat,Edgefield Winery,USA,Vegan Friendly,Dessert
Edgefield 2009 Fireside Tradicional,Edgefield Winery,USA,Vegan Friendly,White
Edgefield 2009 Fireside Zinfandel,Edgefield Winery,USA,Vegan Friendly,Sparkling
Edgefield 2010 Fireside Syrah,Edgefield Winery,USA,Vegan Friendly,White
Edgefield 2012 Blanc de Noirs,Edgefield Winery,USA,Vegan Friendly,White
Edgefield 2012 Ferryman's Choice,Edgefield Winery,USA,Vegan Friendly,Rosé
Edgefield 2012 Merlot,Edgefield Winery,USA,Vegan Friendly,Sparkling
Edgefield 2012 Syrah,Edgefield Winery,USA,Vegan Friendly,Fortified
Edgefield 2013 Black Rabbit Red,Edgefield Winery,USA,Not Vegan Friendly,Dessert
Edgefield 2013 Cabernet Sauvignon,Edgefield Winery,USA,Vegan Friendly,Rosé
Edgefield 2013 Cuvee de L'Abri Rouge,Edgefield Winery,USA,Vegan Friendly,Fruity
Edgefield 2013 Zinfandel,Edgefield Winery,USA,Vegan Friendly,Sparkling
Edgefield 2014 Chardonnay,Edgefield Winery,USA,Vegan Friendly,White
Edgefield 2014 Gamay Noir,Edgefield Winery,USA,Vegan Friendly,Fortified
Edgefield 2014 Pinot Noir,Edgefield Winery,USA,Vegan Friendly,Rosé
Edgefield 2014 Pinot Noir Blanc,Edgefield Winery,USA,Vegan Friendly,Red
Edgefield 2014 Poor Farm Pinot Gris,Edgefield Winery,USA,Vegan Friendly,White
Edgefield 2014 Riesling,Edgefield Winery,USA,Vegan Friendly,White
Edgefield 2014 Vineyard Select Riesling,Edgefield Winery,USA,Vegan Friendly,White
Edgefield 2014 Vintage Select Chardonnay,Edgefield Winery,USA,Vegan Friendly,Sparkling
Edgefield 2014 Vintage Select Pinot Noir,Edgefield Winery,USA,Vegan Friendly,Red
Edgefield 2014 Viognier,Edgefield Winery,USA,Vegan Friendly,White
Edgefield 2015 Pinot Gris,Edgefield Winery,USA,Vegan Friendly,Fruity
Edgefield 2015 Umbrella Jimmy Dry Rosé,Edgefield Winery,USA,Vegan Friendly,Red
Edgefield 2015 White Rabbit,Edgefield Winery,USA,Vegan Friendly,Fruity
Edmunds St. John wine,Edmunds St. John,USA,Vegan Friendly,Fortified
Edna Valley Vineyard,Edna Valley Vineyard,USA,Not Vegan Friendly,Fruity
Educated Guess Wines,Roots Run Deep Winery,USA,Vegan Friendly,Sparkling
Efeste Wines,Efeste,USA,Vegan Friendly,Red
Eidosela Wines,Bodegas Eidosela,Spain,Vegan Friendly,White
EIEIO Blackburn Reserve Pinot Noir,"EIEIO & Company, Ltd.",USA,Vegan Friendly,Sparkling
EIEIO Cuvee E Pinot Noir,"EIEIO & Company, Ltd.",USA,Vegan Friendly,Red
EIEIO Cuvee I Pinot Noir,"EIEIO & Company, Ltd.",USA,Vegan Friendly,Fortified
EIEIO Cuvee O Chardonnay,"EIEIO & Company, Ltd.",USA,Vegan Friendly,Sparkling
EIEIO Cuvee O Pinot Noir,"EIEIO & Company, Ltd.",USA,Vegan Friendly,Rosé
EIEIO Cuvee Y Pinot Noir,"EIEIO & Company, Ltd.",USA,Vegan Friendly,Fortified
EIEIO Swine Wine Pinot Noir,"EIEIO & Company, Ltd.",USA,Vegan Friendly,Fruity
EIEIO White Swine Wine,"EIEIO & Company, Ltd.",USA,Vegan Friendly,White
Eisberg Alcohol-free Wines,Halewood International Ltd,England,Not Vegan Friendly,Fruity
Eisele Vineyard Wines,Eisele Vineyard,USA,Vegan Friendly,Dessert
Ekhidna Wines Wines,Ekhidna Wines,Australia,Vegan Friendly,Dessert
El Abuelo de Piqueras Crianza,Bodegas Piqueras,Spain,Vegan Friendly,Dessert
El Abuelo de Piqueras Garnacha-Tintorera,Bodegas Piqueras,Spain,Vegan Friendly,Red
El Abuelo de Piqueras Reserva,Bodegas Piqueras,Spain,Vegan Friendly,Sparkling
El Albar Lurton Wines,Domaines François Lurton,France,Unknown,Dessert
El Bio Garnacha Monastrell Rosé,Baarsma Wines BV.,The Netherlands,Vegan Friendly,Fortified
El Bio Tempranillo Cabernet Sauvignon,Baarsma Wines BV.,The Netherlands,Vegan Friendly,White
El Bio Verdejo Sauvignon Blanc,Baarsma Wines BV.,The Netherlands,Vegan Friendly,Rosé
El Coto de Rioja Wines,El Coto de Rioja,Spain,Vegan Friendly,Rosé
El Enemigo Bonarda,El Enemigo,Argentina,Not Vegan Friendly,Red
El Enemigo Cabernet Franc,El Enemigo,Argentina,Not Vegan Friendly,White
El Enemigo Chardonnay,El Enemigo,Argentina,Vegan Friendly,Sparkling
El Enemigo Malbec,El Enemigo,Argentina,Not Vegan Friendly,Sparkling
El Enemigo Semillon,El Enemigo,Argentina,Vegan Friendly,Fruity
El Enemigo Syrah Viognier,El Enemigo,Argentina,Not Vegan Friendly,White
El Grifo Red Wine,El Grifo,Spain,Not Vegan Friendly,White
El Grifo Sparkling Wine,El Grifo,Spain,Vegan Friendly,Fruity
El Grifo White Wine,El Grifo,Spain,Not Vegan Friendly,Fortified
El Monstruo de las Montañas Malbec Bonarda 2016,Boutinot Limited,England,Vegan Friendly,Fortified
El Pacto,Vintae Luxury Wine Specialists,Spain,Vegan Friendly,Fruity
El Regajal Wines,Bodega Viñas de El Regajal,Spain,Vegan Friendly,Fruity
El Sequé Wines,Bodegas y Viñedos Artadi S.A,Spain,Not Vegan Friendly,Red
El Viejo del Valle 2017 Pinot Noir,Boutinot Limited,England,Vegan Friendly,Fruity
Eldridge Estate Reds,Eldridge Estate,Australia,Unknown,Red
Eldridge Estate Whites,Eldridge Estate,Australia,Vegan Friendly,Fortified
Elephant Island Fruit Wine,Elephant Island Orchard Wines,Canada,Vegan Friendly,White
Elephant Island Viognier,Elephant Island Orchard Wines,Canada,Not Vegan Friendly,Sparkling
Elevation Ten 2007 After Ten,Elevation Ten,USA,Vegan Friendly,Red
Elevation Ten 2009 Cabernet Sauvignon,Elevation Ten,USA,Vegan Friendly,Rosé
Elevation Ten 2009 Merlot,Elevation Ten,USA,Vegan Friendly,White
Elevation Ten 2009 Muscat Canelli,Elevation Ten,USA,Vegan Friendly,Rosé
Elevation Ten 2009 Semillon,Elevation Ten,USA,Vegan Friendly,Red
Elevation Ten 2009 Zinfandel,Elevation Ten,USA,Vegan Friendly,Dessert
Elevation Ten 2010 Black Muscat,Elevation Ten,USA,Vegan Friendly,Rosé
Elevation Ten 2010 Sauvignon Blanc,Elevation Ten,USA,Vegan Friendly,Sparkling
Elevation Ten 2011 Cabernet Franc,Elevation Ten,USA,Vegan Friendly,Sparkling
Elevation Ten 2011 Chardonnay,Elevation Ten,USA,Vegan Friendly,Sparkling
Elevation Ten 2011 Festivo,Elevation Ten,USA,Vegan Friendly,White
Elevation Ten 2011 Petite Sirah,Elevation Ten,USA,Vegan Friendly,Rosé
Elevation Ten 2011 Proprietor's Blend,Elevation Ten,USA,Vegan Friendly,Dessert
Elevation Ten 2012 Pinot Blanc,Elevation Ten,USA,Vegan Friendly,Fruity
Elevation Ten 2012 Pinot Grigio,Elevation Ten,USA,Vegan Friendly,Fortified
Elias 2014 Pinot Noir,Hanna Winery,USA,Not Vegan Friendly,Dessert
Elias 2015 Pinot Noir,Hanna Winery,USA,Not Vegan Friendly,White
Elias 2016 Cabernet Sauvignon,Hanna Winery,USA,Not Vegan Friendly,Fortified
Elias 2016 Pinot Noir,Hanna Winery,USA,Not Vegan Friendly,Rosé
Elias 2017 Chardonnay,Hanna Winery,USA,Not Vegan Friendly,Rosé
Elizabeth Chambers Wines,Elizabeth Chambers Cellar,USA,Not Vegan Friendly,Fruity
Elk Cove - reds,Elk Cove Vineyards,USA,Vegan Friendly,Fruity
Elk Cove - whites,Elk Cove Vineyards,USA,Not Vegan Friendly,Fortified
Elk Run Reds,Elk Run Winery,USA,Not Vegan Friendly,Fruity
Elk Run Whites,Elk Run Winery,USA,Vegan Friendly,Fruity
Elkin Creek Wines,Elkin Creek Vineyard,USA,Vegan Friendly,White
Elouan Reds,"Copper Cane Wines and Provisions, Inc.",USA,Vegan Friendly,Dessert
Elouan Rosés,"Copper Cane Wines and Provisions, Inc.",USA,Not Vegan Friendly,Sparkling
Elouan Whites,"Copper Cane Wines and Provisions, Inc.",USA,Not Vegan Friendly,Red
Elsom Cellars 2010 Cabernet Sauvignon - Lewis Vineyard,Elsom Cellars,USA,Vegan Friendly,Dessert
Elsom Cellars 2010 Cabernet Sauvignon - Red Mountain,Elsom Cellars,USA,Vegan Friendly,Sparkling
Elsom Cellars 2010 Malbec,Elsom Cellars,USA,Vegan Friendly,White
Elsom Cellars 2010 Red Wine,Elsom Cellars,USA,Vegan Friendly,Sparkling
Elsom Cellars 2011 Cabernet Sauvignon - Columbia Valley,Elsom Cellars,USA,Vegan Friendly,Rosé
Elsom Cellars 2011 Isabella - Columbia Valley,Elsom Cellars,USA,Vegan Friendly,Fruity
Elsom Cellars 2011 Logan - Columbia Valley,Elsom Cellars,USA,Vegan Friendly,White
Elsom Cellars 2011 Red Wine - Columbia Valley,Elsom Cellars,USA,Vegan Friendly,Sparkling
Elsom Cellars 2011 Syrah,Elsom Cellars,USA,Vegan Friendly,Dessert
Elsom Cellars 2014 Malbec - HHH,Elsom Cellars,USA,Vegan Friendly,Dessert
Elsom Cellars 2017 Rosé,Elsom Cellars,USA,Vegan Friendly,Sparkling
Elyse 2006 Port Cabernet Sauvignon,Elyse Winery,USA,Vegan Friendly,Dessert
Elyse 2007 Syrah Napa Valley,Elyse Winery,USA,Vegan Friendly,Fortified
Elyse 2008 Morisoli Vineyard Cabernet Sauvignon,Elyse Winery,USA,Vegan Friendly,Fortified
Elyse 2009 LE CORBEAU  HUDSON VINEYARD ,Elyse Winery,USA,Vegan Friendly,Red
Elyse 2009 Morisoli Vineyard Zinfandel,Elyse Winery,USA,Vegan Friendly,White
Elyse 2009 Tietjen Vineyard Cabernet Sauvignon,Elyse Winery,USA,Vegan Friendly,Dessert
Elyse 2010 Black-Sears Zinfandel,Elyse Winery,USA,Vegan Friendly,Rosé
Elyse 2010 C'est Si Bon Naggiar Vineyard,Elyse Winery,USA,Vegan Friendly,Dessert
Elyse 2010 Korte Ranch Zinfandel,Elyse Winery,USA,Vegan Friendly,Sparkling
Elyse 2010 Petite Sirah Barrel Select ,Elyse Winery,USA,Vegan Friendly,Sparkling
Elyse 2011 Chardonnay Sonoma Valley,Elyse Winery,USA,Vegan Friendly,Red
Elyse 2011 L'Ingénue Naggiar Vineyard,Elyse Winery,USA,Vegan Friendly,Dessert
Elyse 2011 Nero Misto,Elyse Winery,USA,Vegan Friendly,Dessert
Elysium Black Apple,Elysium Wines,Australia,Vegan Friendly,Sparkling
Elysium Bush Fruit Salad,Elysium Wines,Australia,Vegan Friendly,Sparkling
Elysium Plum Pine,Elysium Wines,Australia,Vegan Friendly,Sparkling
Elysium Wild Apple & Native Mint,Elysium Wines,Australia,Vegan Friendly,Fruity
Emerine Estates Wines,Emerine Estates Winery,USA,Vegan Friendly,Fortified
Emeritus 2015 Don's Block,Emeritus Vineyards,USA,Vegan Friendly,Fruity
Emeritus 2015 Hallberg Ranch,Emeritus Vineyards,USA,Vegan Friendly,Dessert
Emeritus 2015 La Combette,Emeritus Vineyards,USA,Vegan Friendly,White
Emeritus 2015 Pinot Hill,Emeritus Vineyards,USA,Vegan Friendly,Fortified
Emeritus 2015 William Wesley,Emeritus Vineyards,USA,Vegan Friendly,Rosé
Emeritus 2016 Don's Block,Emeritus Vineyards,USA,Vegan Friendly,Dessert
Emeritus 2016 Hallberg Ranch,Emeritus Vineyards,USA,Vegan Friendly,White
Emeritus 2016 La Combette,Emeritus Vineyards,USA,Vegan Friendly,Dessert
Emeritus 2016 Pinot Hill East,Emeritus Vineyards,USA,Vegan Friendly,Dessert
Emeritus 2016 Pinot Hill West,Emeritus Vineyards,USA,Vegan Friendly,Red
Emeritus 2016 Wesley's Reserve,Emeritus Vineyards,USA,Vegan Friendly,White
Emeritus 2017 Hallberg Ranch,Emeritus Vineyards,USA,Vegan Friendly,Rosé
Emeritus 2017 Pinot Hill,Emeritus Vineyards,USA,Vegan Friendly,Dessert
Emeritus 2018 Hallberg Blanc,Emeritus Vineyards,USA,Not Vegan Friendly,Fruity
Emeritus Ruby Ruby Rose,Emeritus Vineyards,USA,Not Vegan Friendly,Rosé
Emiliana Coyam,Viñedos Emiliana,Chile,Vegan Friendly,Red
Emiliana Gê,Viñedos Emiliana,Chile,Vegan Friendly,Sparkling
Emiliana Natura,Viñedos Emiliana,Chile,Vegan Friendly,Dessert
Emiliana Novas,Viñedos Emiliana,Chile,Vegan Friendly,Rosé
Emiliana Signos de Origen,Viñedos Emiliana,Chile,Vegan Friendly,Dessert
Eminence Road Farm Wines,Eminence Road Farm Winery,USA,Vegan Friendly,Rosé
Emotivo Montepulciano d'Abruzzo,10 International,England,Vegan Friendly,White
En Garde Wines,En Garde Winery,USA,Vegan Friendly,Fortified
Engracia Blanco Afrutado,Vina Engracia,Spain,Vegan Friendly,Red
Engracia Blanco Seco,Vina Engracia,Spain,Vegan Friendly,Red
Engracia Blanco Semi Seco,Vina Engracia,Spain,Vegan Friendly,Red
Engracia Rosado,Vina Engracia,Spain,Vegan Friendly,Fortified
Engracia Tinto Tradicional,Vina Engracia,Spain,Vegan Friendly,Sparkling
Enoomah Bore Wine,Temple Bruer Organic Wine,Australia,Vegan Friendly,White
Enotria Wines,Graziano Family of Wines,USA,Not Vegan Friendly,White
Ensedune Cabernet Franc,Les Vignobles Foncalieu,France,Vegan Friendly,Fruity
Ensedune Malbec,Les Vignobles Foncalieu,France,Vegan Friendly,Sparkling
Ensedune Marselan,Les Vignobles Foncalieu,France,Vegan Friendly,Fruity
Ensedune Muscat Sec,Les Vignobles Foncalieu,France,Vegan Friendly,Fortified
Ensedune Petit Verdot,Les Vignobles Foncalieu,France,Vegan Friendly,Fruity
ENSO Dry Rosé,ENSO Winery,USA,Vegan Friendly,Dessert
